Created_at,Text
Fri May 31 01:52:12 +0000 2019,I will be watching @AlanDersh on @IngrahamAngle at 10:00 P.M. He speaks the truth!
Thu May 30 23:30:20 +0000 2019,....at which time the Tariffs will be removed. Details from the White House to follow.
Thu May 30 23:30:19 +0000 2019,"On June 10th, the United States will impose a 5% Tariff on all goods coming into our Country from Mexico, until such time as illegal migrants coming through Mexico, and into our Country, STOP. The Tariff will gradually increase until the Illegal Immigration problem is remedied,.."
Thu May 30 22:23:21 +0000 2019,"The Navy put out a disclaimer on the McCain story. Looks like the story was an exaggeration, or even Fake News - but why not, everything else is!"
Thu May 30 21:16:00 +0000 2019,"Yesterday, Border Patrol agents apprehended the largest group of illegal aliens ever: 1,036 people who illegally crossed the border in El Paso around 4am. Democrats need to stand by our incredible Border Patrol and finally fix the loopholes at our Border! https://t.co/6K1rIUzorM"
Thu May 30 21:12:49 +0000 2019,"RT @WhiteHouse: “You are ready to fly, fight, and win!” 
— President Donald J. Trump https://t.co/w6aWnp8K88"
Thu May 30 21:12:46 +0000 2019,"RT @WhiteHouse: Thank you to all of the brave men and women graduating from the United States Air Force Academy today! 

“You could have ch…"
Thu May 30 16:30:01 +0000 2019,Just arrived in Colorado. Getting ready to deliver the commencement speech at the Air Force Academy graduation. Very exciting - probably will be broadcast live on TV. They want good ratings!
Thu May 30 16:28:40 +0000 2019,https://t.co/J80cxMYVDX
Thu May 30 16:27:19 +0000 2019,"Very sad to hear the news on the passing of my friend, Senator Thad Cochran. He was a real Senator with incredible values - even flew back to Senate from Mississippi for important Healthcare Vote when he was desperately ill. Thad never let our Country (or me) down!"
Thu May 30 15:34:11 +0000 2019,"Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of the FBI. He had already been in that position for 12 years, I told him NO. The next day he was named Special Counsel - A total Conflict of Interest. NICE!"
Thu May 30 14:41:24 +0000 2019,“Comey and Brennan are turning on each other.”  @kilmeade
Thu May 30 13:41:43 +0000 2019,"Congressman John Ratcliffe, “The Trump Campaign clearly did not conspire or collude.” @FoxNews"
Thu May 30 11:57:47 +0000 2019,"....say he fought back against this phony crime that didn’t exist, this horrendous false accusation, and he shouldn’t fight back, he should just sit back and take it. Could this be Obstruction? No, Mueller didn’t find Obstruction either. Presidential Harassment!"
Thu May 30 11:57:47 +0000 2019,"Russia, Russia, Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner, the Fake News Media,....."
Thu May 30 11:38:15 +0000 2019,"....say he fought back against this phony crime that didn’t exist, this horrendous false acquisition, and he shouldn’t fight back, he should just sit back and take it. Could this be Obstruction? No, Mueller didn’t find Obstruction either. Presidential Harassment!"
Thu May 30 11:38:15 +0000 2019,"Russia, Russia, Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner, the Fake News Media,....."
Thu May 30 11:21:45 +0000 2019,"The Greatest Presidential Harassment in history. After spending $40,000,000 over two dark years, with unlimited access, people, resources and cooperation, highly conflicted Robert Mueller would have brought charges, if he had ANYTHING, but there were no charges to bring!"
Thu May 30 00:59:43 +0000 2019,"I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japan. Nevertheless, @FLOTUS and I loved being with our great Military Men and Women - what a spectacular job they do!"
Thu May 30 00:46:39 +0000 2019,"Great show tonight @seanhannity, you really get it (9:00 P.M. @FoxNews), that’s why you’re Number One (by far)! Also, please tell Mark Levin congrats on having the Number One book!"
Thu May 30 00:32:06 +0000 2019,How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!
Wed May 29 17:23:55 +0000 2019,RT @PressSec: White House Statement on Mueller statement today: https://t.co/f5TXzf3Qpd
Wed May 29 17:21:00 +0000 2019,RT @kayleighmcenany: “Now it’s time to turn to the origins of the Russia hoax and get to the bottom of why the Trump campaign was spied on…
Wed May 29 15:37:21 +0000 2019,"Nothing changes from the Mueller Report. There was insufficient evidence and therefore, in our Country, a person is innocent. The case is closed! Thank you."
Wed May 29 11:40:31 +0000 2019,"...If Alabama does not elect a Republican to the Senate in 2020, many of the incredible gains that we have made during my Presidency may be lost, including our Pro-Life victories. Roy Moore cannot win, and the consequences will be devastating....Judges and Supreme Court Justices!"
Wed May 29 11:40:30 +0000 2019,"Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will be for Six Years, not just Two. I have NOTHING against Roy Moore, and unlike many other Republican leaders, wanted him to win. But he didn’t, and probably won’t....."
Wed May 29 03:14:26 +0000 2019,RT @realDonaldTrump: GOD BLESS THE USA🇺🇸 https://t.co/Y8HRT6wnWZ
Wed May 29 00:33:37 +0000 2019,THANK YOU JAPAN!🇺🇸🇯🇵 https://t.co/ZvzEL8iQsi
Wed May 29 00:22:51 +0000 2019,Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!
Tue May 28 21:58:55 +0000 2019,"I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot,” and many other things, whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?"
Tue May 28 21:24:32 +0000 2019,Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Government will do whatever is necessary to help out with what has turned out to be Record Flooding. Asa and local officials are doing a great job!
Tue May 28 19:40:20 +0000 2019,.@GovMikeDeWine just updated me on the devastation from the many tornadoes that struck Ohio early this morning. My Administration fully supports the people of the great State of Ohio as they begin the cleanup and recovery.
Tue May 28 19:38:00 +0000 2019,Storms overnight across Ohio and many other States were very dangerous and damaging. My team continues to update me with reports from emergency managers in the States affected. Listen to your local officials and be resilient. We are with you!
Tue May 28 12:39:41 +0000 2019,GOD BLESS THE USA🇺🇸 https://t.co/Y8HRT6wnWZ
Tue May 28 12:07:36 +0000 2019,"RT @kantei: 【SNS投稿】「本日、トランプ大統領と共に、海上自衛隊の護衛艦「かが」を訪問しました。日米両国の首脳が揃って、自衛隊、米軍を激励するのは、史上初めてのことです。」総理メッセージの続きは
https://t.co/HLWIQcmaH7
https://t.…"
Tue May 28 08:11:10 +0000 2019,Spoke with @GovStitt of Oklahoma last night from Japan because of the devastating tornadoes. Told him that @FEMA and the federal government are fully behind him and the great people of Oklahoma.
Tue May 28 02:25:49 +0000 2019,RT @USForcesJapan: LIVE remarks from @POTUS Donald J. Trump aboard #USSWasp in #Japan! https://t.co/BIliRI025v
Tue May 28 00:36:35 +0000 2019,Can’t wait to see you all soon! https://t.co/KKAw4hqqx5
Mon May 27 23:05:26 +0000 2019,RT @MZHemingway: EXCITING NEWS: I've written a book on the Kavanaugh confirmation with the inimitable @JCNSeverino. A behind-the-scenes loo…
Mon May 27 22:57:37 +0000 2019,"I will be making two stops this morning in Japan to visit with our Great Military, then a quick stop in Alaska and back to D.C. Meetings with Prime Minister Abe went very well, and getting to spend time with the new Emperor and Empress of Japan was a great honor!"
Mon May 27 22:35:35 +0000 2019,"Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular, African Americans will not be able to vote for you. I, on the other hand, was responsible for Criminal Justice Reform, which had tremendous support, &amp; helped fix the bad 1994 Bill!"
Mon May 27 21:16:45 +0000 2019,"....Super Predator was the term associated with the 1994 Crime Bill that Sleepy Joe Biden was so heavily involved in passing. That was a dark period in American History, but has Sleepy Joe apologized? No!"
Mon May 27 21:08:31 +0000 2019,"Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular, African Americans will not be ble to vote for you. I, on the other hand, was responsible for Criminal Justice Reform, which had tremendous support, and helped fix the bad 1994 Bill!"
Mon May 27 15:24:52 +0000 2019,Hoping things will work out with Israel's coalition formation and Bibi and I can continue to make the alliance between America and Israel stronger than ever. A lot more to do!
Mon May 27 14:33:32 +0000 2019,https://t.co/BmmWXDFMQP
Mon May 27 13:56:34 +0000 2019,Liz Cheney: Statements by agents investigating Trump 'could well be treason' https://t.co/ViG9DSrsXY
Mon May 27 13:35:26 +0000 2019,RT @japantimes: U.S. President Donald Trump becomes first foreign leader to meet Japan's Emperor Naruhito. https://t.co/X9Hu4wH3Jz
Mon May 27 12:57:10 +0000 2019,#MemorialDay🇺🇸 https://t.co/FmwhvPvvQU
Mon May 27 12:54:34 +0000 2019,https://t.co/lZRn4j8SpD
Mon May 27 09:13:59 +0000 2019,The Dems are getting NOTHING done in Congress! They only want a Do-Over on Mueller!
Mon May 27 09:10:27 +0000 2019,"Impeach for what, having created perhaps the greatest Economy in our Country’s history, rebuilding our Military, taking care of our Vets (Choice), Judges, Best Jobs Numbers Ever, and much more? Dems are Obstructionists! https://t.co/NrTIxU9ZnA"
Mon May 27 08:57:33 +0000 2019,".@ianbremmer now admits that he MADE UP “a completely ludicrous quote,” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really, the libel laws should be changed to hold Fake News Media accountable!"
Mon May 27 07:30:22 +0000 2019,RT @WhiteHouse: President @realDonaldTrump and Prime Minister @AbeShinzo met for bilateral meetings and a working lunch at Akasaka Palace.…
Mon May 27 03:27:50 +0000 2019,RT @usembassytokyo: トランプ大統領とメラニア夫人は、天皇、皇后両陛下との会見に臨みました。@POTUS &amp; @FLOTUS were received by Their Majesties the Emperor and Empress of Japan.…
Mon May 27 03:27:31 +0000 2019,"Great evening last night, thank you! https://t.co/wPjj3yaaru"
Mon May 27 01:21:26 +0000 2019,RT @usembassytokyo: トランプ大統領は安倍首相と共に皇居での歓迎式典に出席しました。@POTUS &amp; @AbeShinzo at the Imperial Palace for the Welcome Ceremony. #POTUSinJapan 🇺🇸🇯🇵…
Sun May 26 20:48:18 +0000 2019,"Congratulations to the Great (and my friend) Roger Penske on winning his 18th (UNBELIEVABLE!) Indianapolis 500. I am in Japan, very early in the morning, but I got to watch Simon drive one of the greatest races in the history of the sport. I will see them both, &amp; TEAM, at the WH!"
Sun May 26 12:53:07 +0000 2019,"The Great Patriots of Rolling Thunder WILL be coming back to Washington, D.C. next year, &amp; hopefully for many years to come. It is where they want to be, &amp; where they should be. Have a wonderful time today. Thank you to our great men &amp; women of the Pentagon for working it out!"
Sun May 26 12:40:07 +0000 2019,“Why doesn’t the press apologize to President Trump for the Russian Collusion Delusion?” @marklevinshow  @JudgeJeanine  How about the Dems also?
Sun May 26 12:26:12 +0000 2019,Thank you @JPN_PMO @AbeShinzo! #POTUSinJapan🇺🇸🇯🇵 https://t.co/fWToB1XotG
Sun May 26 11:48:05 +0000 2019,"Tonight in Tokyo, Japan at the Ryōgoku Kokugikan Stadium, it was my great honor to present the first-ever U.S. President’s Cup to Sumo Grand Champion Asanoyama. Congratulations! A great time had by all, thank you @AbeShinzo!! https://t.co/nwwxJl6KXH"
Sun May 26 04:39:09 +0000 2019,Great progress being made in our Trade Negotiations with Japan. Agriculture and beef heavily in play. Much will wait until after their July elections where I anticipate big numbers!
Sun May 26 04:37:52 +0000 2019,Great fun and meeting with Prime Minister @AbeShinzo. Numerous Japanese officials told me that the Democrats would rather see the United States fail than see me or the Republican Party succeed - Death Wish!
Sun May 26 04:14:52 +0000 2019,RT @AbeShinzo: 令和初の国賓としてお迎えしたトランプ大統領と千葉でゴルフです。新しい令和の時代も日米同盟をさらに揺るぎないものとしていきたいと考えています。 https://t.co/8ol8790xWY
Sun May 26 04:07:56 +0000 2019,"Great morning of golf with Prime Minister @AbeShinzo at Mobara Country Club in Chiba, Japan! https://t.co/EZeJ8znS51"
Sun May 26 01:32:55 +0000 2019,"RT @USAmbJapan: Welcome back to Japan, Mr. President! @POTUS #POTUSinJapan #Alliance 
トランプ大統領、日本へようこそ！🇺🇸🇯🇵 https://t.co/kenxM9A7YF"
Sun May 26 01:32:08 +0000 2019,"North Korea fired off some small weapons, which disturbed some of my people, and others, but not me. I have confidence that Chairman Kim will keep his promise to me, &amp; also smiled when he called Swampman Joe Biden a low IQ individual, &amp; worse. Perhaps that’s sending me a signal?"
Sun May 26 00:33:54 +0000 2019,"Going to play golf right now with @AbeShinzo. Japan loves the game. Tremendous fans of @JackNicklaus, @TigerWoods, and @PhilMickelson — I said what about @GaryPlayer, they said we love Gary too!"
Sat May 25 23:47:33 +0000 2019,RT @AbeShinzo: President Trump and the First Lady are staying in Japan as the first State Guests of the new era “Reiwa”! TOKYO SKYTREE welc…
Sat May 25 23:24:17 +0000 2019,RT @USAmbJapan: .@POTUS kicks off historic state visit by discussing ways to deepen economic ties with business leaders. #POTUSinJapan #All…
Sat May 25 22:29:56 +0000 2019,"North Korea fired off some small weapons, which disturbed some of my people, and others, but not me. I have confidence that Chairman Kim will keep his promise to me, &amp; also smiled when he called Swampman Joe  Bidan a low IQ individual, &amp; worse. Perhaps that’s sending me a signal?"
Sat May 25 20:45:45 +0000 2019,"RT @GOPChairwoman: The @realDonaldTrump administration's fight for better trade deals doesn't end with China. 

The president is working ha…"
Sat May 25 20:43:42 +0000 2019,"In addition to great incompetence and corruption, The Smollett case in Chicago is also about a Hate Crime. Remember, “MAGA COUNTRY DID IT!” That turned out to be a total lie, had nothing to do with “MAGA COUNTRY.” Serious stuff, and not even an apology to millions of people!"
Sat May 25 20:27:47 +0000 2019,"RT @TeamTrump: Dems plan a government TAKEOVER of healthcare.

That means ELIMINATING private plans (like Blue Cross/Blue Shield)! 

@reald…"
Sat May 25 20:25:44 +0000 2019,RT @JesseBWatters: TOMORROW: Senator @LindseyGrahamSC splashes into @WattersWorld to discuss his relationship with President @realDonaldTru…
Sat May 25 20:23:30 +0000 2019,RT @GOPChairwoman: Democrats and the mainstream media loved to talk about transparency until they learned @realDonaldTrump was declassifyin…
Sat May 25 20:03:26 +0000 2019,RT @jonvoight: To my fellow Americans. Part 2. https://t.co/uhqpbzwHhS
Sat May 25 19:55:52 +0000 2019,"Thank you John, so nice! https://t.co/cfcXpzjYn7"
Sat May 25 19:35:19 +0000 2019,"Another activist Obama appointed judge has just ruled against us on a section of the Southern Wall that is already under construction. This is a ruling against Border Security and in favor of crime, drugs and human trafficking. We are asking for an expedited appeal!"
Sat May 25 12:22:30 +0000 2019,"RT @WhiteHouse: After arriving in Tokyo, President @realDonaldTrump spoke with Japanese business leaders at the U. S. Ambassador to Japan’s…"
Sat May 25 07:48:39 +0000 2019,Getting ready to land in Japan with First Lady Melania. We look forward to seeing everyone soon!🇺🇸🇯🇵
Sat May 25 07:32:43 +0000 2019,"Can’t believe that Rolling Thunder would be given a hard time with permits in Washington, D.C. They are great Patriots who I have gotten to know and see in action. They love our Country and love our Flag. If I can help, I will!"
Sat May 25 07:20:36 +0000 2019,Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?
Sat May 25 07:00:22 +0000 2019,"RT @Jim_Jordan: ""Rep. Jordan: When your focus is attacking Trump, you can't do what's best for America""

https://t.co/prJJfetQel"
Sat May 25 06:57:23 +0000 2019,"The real trade war began 30 years ago, and we lost. This is a bright new Age, the Age of Enlightenment. We don’t lose anymore! https://t.co/5ECmBpsI6D"
Sat May 25 06:51:37 +0000 2019,"RT @Jim_Jordan: We could work together on the big problems facing America.

We could solve the border crisis, lower the cost of prescriptio…"
Sat May 25 06:51:19 +0000 2019,RT @Jim_Jordan: Democrats are engaged in presidential obstruction. They're so desperate to stop the President that they won't help the coun…
Sat May 25 00:38:25 +0000 2019,"In Alaska with our GREAT TROOPS, departing shortly for Japan! https://t.co/9a72TMftpN"
Fri May 24 21:41:43 +0000 2019,".....The Dems want a second shot at Bob Mueller, are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!"
Fri May 24 20:56:32 +0000 2019,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.
Fri May 24 20:56:31 +0000 2019,"Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together, in particular with our Courts, 107 Federal Judges...."
Fri May 24 20:22:08 +0000 2019,https://t.co/8GRaqVxR8S
Fri May 24 19:01:48 +0000 2019,"Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring, on behalf of the United States, His Majesty, the Emperor of Japan. I will also be discussing Trade and Military with my friend, Prime Minister @AbeShinzo. https://t.co/uwEjQNbEXE"
Fri May 24 18:16:37 +0000 2019,"I am on Air Force one with the First Lady heading to Japan and looking forward to honoring, on behalf of the United States, His Majesty, the Emperor of Japan. I will also be discussing Trade and Military with my friend, Prime Minister @AbeShinzo."
Fri May 24 18:00:27 +0000 2019,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!
Fri May 24 17:31:18 +0000 2019,"Congratulations to Tom Cotton - his book, “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday &amp; the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!"
Fri May 24 12:34:47 +0000 2019,"I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states, loud &amp; clear &amp; for all to hear, No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!"
Fri May 24 12:19:56 +0000 2019,"“If they try to Impeach President Trump, who has done nothing wrong (No Collusion), they will end up getting him re-elected” @LindseyGrahamSC Impeachment is for High Crimes and Misdemeanors. There were no High Crimes and Misdemeanors, except for those committed by the other side!"
Fri May 24 03:49:49 +0000 2019,"“Intelligence Agencies were used against an American President.” @DevinNunes  @ShannonBream @FoxNews  This should NEVER happen to a President again! Dems are furious at Robert Mueller for his findings - NO COLLUSION, NO OBSTRUCTION. Now they should go back to work and legislate!"
Fri May 24 03:29:22 +0000 2019,"When is Twitter going to allow the very popular Conservative Voices that it has so viciously shut down, back into the OPEN? IT IS TIME!"
Fri May 24 03:19:46 +0000 2019,"Wow! CNN Ratings are WAY DOWN, record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television, Don Lemon!"
Fri May 24 03:02:29 +0000 2019,"RT @HeyTammyBruce: Very excited to join the @foxnation team! “Fox Nation Rolls Out Slate With Tyrus, Kat Timpf, Tammy Bruce, Lawrence Jones…"
Fri May 24 03:00:00 +0000 2019,RT @NikkiHaley: A great night. Thank you. ❤️ https://t.co/EIKFo2UMLy
Fri May 24 02:56:00 +0000 2019,"RT @TPUSA: SPEAKER ANNOUNCEMENT!

Fox News Contributor @LisaMarieBooth Has Just Been Added To Our AMAZING Line-Up Of Speakers For #YWLS2019…"
Fri May 24 02:49:03 +0000 2019,RT @TomFitton: BIG: @realDonaldTrump authorizes AG Barr to declassify #Spygate docs from all agencies!  Coming up! https://t.co/PzzU0kNQfL
Fri May 24 02:48:08 +0000 2019,RT @TomFitton: FBI refuses to search text messages under FOIA. Director Wray needs to step up and stop this stonewalling that protects corr…
Fri May 24 01:19:25 +0000 2019,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll
Fri May 24 01:18:27 +0000 2019,RT @DonaldJTrumpJr: A friendly reminder from @LizRNC that the Main Stream Media who suffer from Trump Detangment Syndrome made this clown a…
Fri May 24 01:09:33 +0000 2019,“PELOSI STAMMERS THROUGH NEWS CONFERENCE” https://t.co/1OyCyqRTuk
Fri May 24 00:40:47 +0000 2019,RT @AviBerkow: Congrats ⁦@IvankaTrump⁩ on receiving the Internet Association’s 2019 Internet Freedom Award this evening. https://t.co/dE6Zh…
Fri May 24 00:39:52 +0000 2019,“Nancy Pelosi should not be out there doing the kinds of things she is doing. She will diminish herself and her membership. She cannot put a subject with a predicate in the same sentence. What’s going on?”  Ed Rollins  @GreggJarrett  @LouDobbs
Fri May 24 00:19:32 +0000 2019,"....Today’s action will help ensure that all Americans learn the truth about the events that occurred, and the actions that were taken, during the last Presidential election and will restore confidence in our public institutions.” @PressSec"
Fri May 24 00:19:32 +0000 2019,"....during the 2016 Presidential election. The Attorney General has also been delegated full and complete authority to declassify information pertaining to this investigation, in accordance with the long-established standards for handling classified information...."
Fri May 24 00:19:32 +0000 2019,"“Today, at the request and recommendation of the Attorney General of the United States, President Donald J. Trump directed the intelligence community to quickly and fully cooperate with the Attorney General’s investigation into surveillance activities...."
Fri May 24 00:16:44 +0000 2019,"@FoxNews Poll: A majority of Americans want the Democrats to stop investigating President Trump. The Mueller Report said very strongly NO COLLUSION, which led to NO OBSTRUCTION. The Dems can’t get over 2016 or the conclusive Mueller findings. They are now the Do Nothing Party!"
Fri May 24 00:11:19 +0000 2019,"The U.S. Senate has just approved a 19 Billion Dollar Disaster Relief Bill, with my total approval. Great!"
Thu May 23 23:34:53 +0000 2019,We will never forget our fallen HEROES. It was our great honor to be with you today! #FlagsIn https://t.co/Z6OvQUr8lT
Thu May 23 17:13:14 +0000 2019,Congratulations to Prime Minister @NarendraModi and his BJP party on their BIG election victory! Great things are in store for the US-India partnership with the return of PM Modi at the helm. I look forward to continuing our important work together!
Thu May 23 17:07:28 +0000 2019,.@NWS and @USACEHQ are monitoring the damaging storms and flooding in Oklahoma. Listen to the warnings of your local officials and stay safe. We are with you!
Thu May 23 17:05:25 +0000 2019,"Our hearts go out to the people of Missouri as they woke up to assess the damage from storms. You are strong and resilient, and we are here to assist. https://t.co/paeOVcUQWn"
Thu May 23 14:27:34 +0000 2019,"When the Democrats in Congress refinish, for the 5th time, their Fake work on their very disappointing Mueller Report finding, they will have the time to get the REAL work of the people done. Move quickly!"
Thu May 23 14:13:39 +0000 2019,"I was extremely calm yesterday with my meeting with Pelosi and Schumer, knowing that they would say I was raging, which they always do, along with their partner, the Fake News Media. Well, so many stories about the meeting use the Rage narrative anyway - Fake &amp; Corrupt Press!"
Thu May 23 12:29:04 +0000 2019,"Rex Tillerson, a man who is “dumb as a rock” and totally ill prepared and ill equipped to be Secretary of State, made up a story (he got fired) that I was out-prepared by Vladimir Putin at a meeting in Hamburg, Germany. I don’t think Putin would agree. Look how the U.S. is doing!"
Thu May 23 11:58:57 +0000 2019,The Democrats have become known as THE DO NOTHING PARTY!
Thu May 23 11:56:04 +0000 2019,"....drug prices, pre-existing conditions and our great Vets. All they are geared up to do, six committees, is squander time, day after day, trying to find anything which will be bad for me. A pure fishing expedition like this never happened before, &amp; it should never happen again!"
Thu May 23 11:56:03 +0000 2019,"The Democrats are getting nothing done in Congress. All of their effort is about a Re-Do of the Mueller Report, which didn’t turn out the way they wanted. It is not possible for them to investigate and legislate at the same time. Their heart is not into Infrastructure, lower....."
Thu May 23 03:59:15 +0000 2019,RT @TomFitton: .@RealDonaldTrump faces a criminal conspiracy against him.... https://t.co/JbxAxW3Sha
Thu May 23 02:54:59 +0000 2019,Democrats don’t want to fix the loopholes at the Border. They don’t want to do anything. Open Borders and crime!
Thu May 23 02:31:52 +0000 2019,Zero is getting done with the Democrats in charge of the House. All they want to do is put the Mueller Report behind them and start all over again. No Do-Overs!
Thu May 23 02:28:36 +0000 2019,"In a letter to her House colleagues, Nancy Pelosi said: “President Trump had a temper tantrum for us all to see.” This is not true. I was purposely very polite and calm, much as I was minutes later with the press in the Rose Garden. Can be easily proven. It is all such a lie!"
Wed May 22 20:46:35 +0000 2019,I want to welcome you all to the @WhiteHouse as we award our very bravest law enforcement officers and firefighters our nation’s highest public safety award – The Medal of Valor...https://t.co/68EeQk8ZHr
Wed May 22 17:02:23 +0000 2019,"....Democrat leadership is tearing the United States apart, but I will continue to set records for the American People – and Nancy, thank you so much for your prayers, I know you truly mean it!"
Wed May 22 17:01:22 +0000 2019,"....In the meantime, my Administration is achieving things that have never been done before, including unleashing perhaps the Greatest Economy in our Country’s history...."
Wed May 22 17:01:22 +0000 2019,"....But they really want a do-over! You can’t investigate and legislate simultaneously - it just doesn’t work that way. You can’t go down two tracks at the same time. Let Chuck, Nancy, Jerry, Adam and all of the rest finish playing their games...."
Wed May 22 17:01:21 +0000 2019,"So sad that Nancy Pelosi and Chuck Schumer will never be able to see or understand the great promise of our Country. They can continue the Witch Hunt which has already cost $40M and been a tremendous waste of time and energy for everyone in America, or get back to work...."
Wed May 22 16:57:35 +0000 2019,https://t.co/Oe8E5kk8OA
Wed May 22 15:15:40 +0000 2019,"As I have long been saying, and has now been proven out, this is a Witch Hunt against the Republican Party and myself, and it was the other side that caused the problem, not us!"
Wed May 22 15:11:16 +0000 2019,"..BETWEEN RUSSIA AND THE TRUMP CAMPAIGN. Mr. McGahn can be forgiven for declining the honor of appearing in Mr. Nadler’s pseudo-impeachment drama.”
 
Wall Street Journal Editorial Board
Today - May 21, 2019"
Wed May 22 15:11:15 +0000 2019,"“He (Jerry Nadler) wants a show. He wants to use Mr. McGahn as a prop to spend three hours claiming that Mr. Trump tried to obstruct the Mueller investigation. YET MR. MUELLER WASN’T OBSTRUCTED IN ANY WAY, HIS COPIOUS REPORT WAS RELEASED FOR ALL TO SEE, &amp; THERE WAS NO COLLUSION.."
Wed May 22 13:54:27 +0000 2019,"“The Democrats are in danger of becoming irrelevant because of their decision to keep taking the country on wild goose chases. They ought to start governing. You know, for a change.”  Michael Goodwin @newyorkpost"
Wed May 22 13:50:42 +0000 2019,"Everybody, including me, thought that when the 40 Million Dollar Mueller Report was released with No Collusion and No Obstruction (of a crime caused by others), that was the end. But no, the Democrats want to keep it going in an effort to help them in 2020. Bad for the Country!"
Wed May 22 11:22:36 +0000 2019,"Also, tremendous work is being done on pure renovation - fixing existing Walls that are in bad condition and ineffective, and bringing them to a very high standard!"
Wed May 22 11:22:36 +0000 2019,"Much of the Wall being built at the Southern Border is a complete demolition and rebuilding of old and worthless barriers with a brand new Wall and footings. Problem is, the Haters say that is not a new Wall, but rather a renovation. Wrong, and we must build where most needed...."
Wed May 22 11:00:15 +0000 2019,"Without the ILLEGAL Witch Hunt, my poll numbers, especially because of our historically “great” economy, would be at 65%. Too bad! The greatest Hoax in American History."
Wed May 22 10:50:06 +0000 2019,"RT @senatemajldr: Today, tens of thousands of peace officers gathered in our nation’s capital to honor the service and sacrifice of their f…"
Wed May 22 10:48:31 +0000 2019,RT @DevinNunes: “Warrior for the western alliance” 😳 - Why does he wait 2 months to bring USA this important information?  https://t.co/tY0…
Wed May 22 10:46:03 +0000 2019,RT @DevinNunes: Mueller changed everything- ⁦@ByronYork⁩ #muellerdossier  https://t.co/BU8rGW35CM
Wed May 22 10:44:58 +0000 2019,"RT @LindseyGrahamSC: The only way to protect Americans serving overseas is to have their back. 

I am proud President Trump is standing up…"
Wed May 22 10:44:26 +0000 2019,RT @LindseyGrahamSC: Very pleased to have confirmed another conservative judge to the Ninth Circuit. Daniel Collins will be an outstanding…
Wed May 22 10:43:26 +0000 2019,"RT @GOPoversight: #ICYMI: Watch @RepMarkMeadows's opening statement from today's Government Operations Subcommittee hearing.

Mr. Meadows i…"
Wed May 22 10:41:53 +0000 2019,RT @ChuckGrassley: Thx to Pres Trump/Amb Lighthizer &amp; Canada/Mexico for working to get to this pt Now it’s time for Congress to do its job…
Wed May 22 10:40:57 +0000 2019,RT @ChuckGrassley: Another trade breakthru 2day w Japan lifting restrictions on US beef products. US beef into Japan has been 1 of the most…
Wed May 22 10:40:02 +0000 2019,"RT @dcexaminer: .@RepMarkMeadows: Declassification of Russia investigation docs is ""right around the corner."" 

https://t.co/6CpqRdCD8V"
Wed May 22 10:39:55 +0000 2019,RT @RepMarkMeadows: This week you’ll see more efforts from Democrats to re-do the Mueller investigation—hoping this time they’ll stumble on…
Wed May 22 10:38:30 +0000 2019,RT @RepMarkMeadows: A question every American should ask: what on earth was the point of a taxpayer funded special counsel if we’re going t…
